Latitude,Longitude,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
60.1,97.6,0,0,0,0,0,0,24149100,9015664,0,0,0,0
60.1,98.6,0,0,0,0,0,0,0,1556275,0,0,0,0
60.1,98.9,0,0,0,0,0,0,107329,49425160,268323,0,0,0
60.1,99.6,0,0,0,0,0,0,107329,18567976,0,0,0,0
60.1,99.9,0,0,0,0,0,0,0,23129472,0,0,0,0
60.1,100.4,0,0,0,0,0,0,375652,47868884,0,0,0,0
60.1,100.6,0,0,0,0,0,0,3488203,88385710,0,0,0,0
60.1,100.9,0,0,0,0,0,0,1126958,9337652,0,0,0,0
60.1,107.6,0,0,0,0,0,0,23558788,52215720,0,0,0,0
60.1,107.9,0,0,0,0,0,214658,56079576,58065172,53664,0,0,0
60.1,108.1,0,0,0,0,0,0,0,11430574,0,0,0,0
60.1,110.9,0,0,0,0,0,0,2200251,375652,0,0,0,0
60.1,111.1,0,0,0,0,0,0,53664,0,0,0,0,0
60.1,111.6,0,0,0,0,0,0,3005221,53664,0,0,0,0
60.1,111.9,0,0,0,0,0,0,1234287,0,0,0,0,0
60.1,112.1,0,0,0,0,0,0,0,5527460,0,0,0,0
60.1,112.4,0,0,0,0,0,0,4937149,5473796,0,0,0,0
60.1,112.6,0,0,0,0,0,53664,10142622,1234287,0,0,0,0
60.1,114.1,0,0,0,0,0,0,0,15455424,590311,0,0,0
60.1,114.4,0,0,0,0,0,0,4078514,47117576,160994,0,0,0
60.1,116.6,0,0,0,0,0,912299,3005221,1019628,0,0,0,0
60.1,117.9,0,0,0,0,0,0,53664,17655676,53664,0,0,0
60.1,120.1,0,0,0,0,0,53664,2039257,0,0,0,0,0
60.1,120.9,0,0,0,0,0,0,268323,2522239,0,0,0,0
60.1,130.6,0,0,0,0,0,0,22002514,3863856,0,0,0,0
60.1,130.9,0,0,0,0,0,0,429317,6332430,0,0,0,0
60.1,138.4,0,0,0,0,0,53664,2414910,0,0,0,0,0
60.1,149.6,0,0,0,0,0,0,0,375652,0,0,0,0
59.9,-155.1,0,0,0,0,0,0,9874298,3595532,0,0,0,0
59.9,-124.4,0,0,0,0,643976,4937149,0,0,0,0,0,0
59.9,-124.1,0,0,0,0,9391316,1878263,0,0,0,0,0,0
59.9,-117.1,0,0,0,0,0,1824598,0,0,0,0,0,0
59.9,-116.9,0,0,0,0,0,122892090,429317,0,0,0,0,0
59.9,-116.6,0,0,0,0,0,4561496,0,0,0,0,0,0
59.9,-114.9,0,0,0,0,0,8854670,0,0,0,0,0,0
59.9,-114.6,0,0,0,0,0,6493424,214658,0,0,0,0,0
59.9,-113.9,0,0,0,0,0,0,7566718,160994,0,0,0,0
59.9,-113.6,0,0,0,0,0,0,134161670,2790562,0,0,0,0
59.9,-113.4,0,0,0,0,0,0,128795200,1234287,0,0,0,0
59.9,-113.1,0,0,0,0,0,0,1878263,751305,0,0,0,0
59.9,-112.4,0,0,0,0,0,751305,3327209,0,0,0,0,0
59.9,-107.6,0,0,0,0,0,0,912299,107329,0,0,0,0
59.9,-107.4,0,0,0,0,0,0,5312802,160994,0,0,0,0
59.9,31.1,0,0,0,8693676,53664,0,0,0,0,0,0,0
59.9,31.4,0,0,0,3273544,0,0,0,0,0,0,0,0
59.9,31.6,0,0,0,5956778,0,0,0,0,0,0,0,0
59.9,31.9,0,0,0,1502610,0,0,0,0,0,0,0,0
59.9,32.1,0,0,0,1985592,53664,0,0,0,0,0,0,0
59.9,32.4,0,0,0,1287952,0,0,0,0,0,0,0,0
59.9,33.4,0,0,0,0,482982,0,0,0,0,0,0,0
59.9,60.6,0,0,0,0,1985592,0,0,0,0,0,0,0
59.9,66.4,0,0,0,0,0,0,0,1985592,536646,0,0,0
59.9,92.9,0,0,0,0,0,0,0,1234287,0,0,0,0
59.9,93.1,0,0,0,0,0,0,1770934,6547089,0,0,0,0
59.9,94.4,0,0,0,0,0,53664,375652,0,0,0,0,0
59.9,94.6,0,0,0,0,0,53664,5795784,107329,0,0,0,0
59.9,97.1,0,0,0,0,0,214658,47868884,3649197,0,0,0,0
59.9,97.4,0,0,0,0,0,0,8210694,3917520,0,0,0,0
59.9,98.4,0,0,0,0,0,0,87741730,31340166,0,0,0,0
59.9,98.6,0,0,0,0,0,1663604,84307190,33862404,0,0,0,0
59.9,98.9,0,0,0,0,0,0,49049504,48995840,0,0,0,0
59.9,102.4,0,0,0,0,0,0,912299,7835041,0,0,0,0
59.9,102.9,0,0,0,0,0,0,0,0,107329,0,0,0
59.9,103.1,0,0,0,0,0,0,536646,0,0,0,0,0
59.9,104.9,0,0,0,0,0,0,17011700,9874298,0,0,0,0
59.9,105.1,0,0,0,0,0,0,2039257,107329,0,0,0,0
59.9,105.9,0,0,0,0,0,0,0,214658,0,0,0,0
59.9,106.1,0,0,0,0,0,0,0,1878263,53664,0,0,0
59.9,107.4,0,0,0,0,0,0,0,214658,0,0,0,0
59.9,107.6,0,0,0,0,0,0,107329,8586346,0,0,0,0
59.9,107.9,0,0,0,0,0,0,643976,7244730,0,0,0,0
59.9,108.1,0,0,0,0,0,0,5688454,3058886,0,0,0,0
59.9,108.6,0,0,0,0,0,0,214658,71052020,0,0,0,0
59.9,108.9,0,0,0,0,0,0,47171244,166467800,53664,0,0,0
59.9,109.1,0,0,0,0,0,0,76203830,85112160,160994,0,0,0
59.9,109.4,0,0,0,0,0,0,482982,7244730,0,0,0,0
59.9,113.4,0,0,0,0,0,0,2253916,2200251,0,0,0,0
59.9,113.6,0,0,0,0,0,0,53664,0,0,0,0,0
59.9,113.9,0,0,0,0,0,0,1931928,107329,0,0,0,0
59.9,115.9,0,0,0,0,0,3917520,0,7352059,0,0,0,0
59.9,118.6,0,0,0,0,0,0,53664,13040514,7674047,0,0,0
59.9,119.4,0,0,0,0,0,0,751305,1878263,0,0,0,0
59.9,119.6,0,0,0,0,0,0,0,4883484,160994,0,0,0
59.9,120.1,0,0,0,0,0,1985592,0,0,0,0,0,0
59.9,120.6,0,0,0,0,0,0,214658,0,0,0,0,0
59.9,120.9,0,0,0,0,0,0,214658,5098143,53664,0,0,0
59.9,121.1,0,0,0,0,0,0,1717269,5581125,0,0,0,0
59.9,121.6,0,0,0,0,0,107329,375652,13416167,53664,0,0,0
59.9,134.9,0,0,0,0,0,0,1073293,1556275,0,0,0,0
59.9,135.1,0,0,0,0,0,0,0,268323,0,0,0,0
59.9,135.4,0,0,0,0,0,0,9176658,3380874,0,0,0,0
59.9,143.1,0,0,0,107329,0,0,0,0,0,0,0,0
59.9,143.4,0,0,9498646,30964512,0,0,0,0,0,0,0,0
59.6,-155.1,0,0,0,0,0,0,3434538,536646,0,0,0,0
59.6,-117.6,0,0,0,0,0,160994,0,0,0,0,0,0
59.6,-117.4,0,0,0,0,4668826,56938212,0,0,0,0,0,0
59.6,-117.1,0,0,0,0,11967221,145645900,53664,0,0,0,0,0
59.6,-116.9,0,0,0,0,0,95952424,0,0,0,0,0,0
59.6,-116.6,0,0,0,0,0,10357280,0,0,0,0,0,0
59.6,-114.6,0,0,0,0,0,0,107329,214658,0,0,0,0
59.6,-113.9,0,0,0,0,0,0,3166215,214658,0,0,0,0
59.6,-113.6,0,0,0,0,0,0,25973700,268323,0,0,0,0
59.6,-110.6,0,0,0,0,0,0,7191065,0,0,0,0,0
59.6,-106.9,0,0,0,0,0,0,590311,0,0,0,0,0
59.6,-105.6,0,0,0,0,0,0,1126958,0,0,0,0,0
59.6,-105.4,0,0,0,0,0,0,25222394,0,0,0,0,0
59.6,-100.4,0,0,0,0,0,0,6600754,2307580,0,0,0,0
59.6,-100.1,0,0,0,0,0,0,107329,0,0,0,0,0
59.6,28.4,0,0,0,804970,0,0,0,0,0,0,0,0
59.6,28.9,0,0,0,697640,0,0,0,0,0,0,0,0
59.6,29.4,0,0,0,2522239,1180622,0,0,0,0,0,0,0
59.6,29.6,0,0,0,3005221,0,0,0,0,0,0,0,0
59.6,29.9,0,0,0,2522239,0,0,0,0,0,0,0,0
59.6,30.1,0,0,0,4722490,107329,0,0,0,0,0,0,0
59.6,30.4,0,0,0,3541868,0,0,0,0,0,0,0,0
59.6,30.6,0,0,0,1663604,0,0,0,0,0,0,0,0
59.6,31.9,0,0,0,214658,0,0,0,0,0,0,0,0
59.6,32.1,0,0,0,5098143,482982,0,0,0,0,0,0,0
59.6,60.9,0,0,0,0,1824598,0,0,0,0,0,0,0
59.6,66.9,0,0,0,0,5956778,0,0,0,0,0,0,0
59.6,67.1,0,0,0,0,10249951,0,0,0,0,0,0,0
59.6,93.4,0,0,0,0,0,53664,2092922,0,0,0,0,0
59.6,93.6,0,0,0,0,0,0,858634,0,0,0,0,0
59.6,97.4,0,0,0,0,0,0,1824598,4615161,0,0,0,0
59.6,97.6,0,0,0,0,0,0,23827112,44863664,0,0,0,0
59.6,97.9,0,0,0,0,0,751305,137542540,46366270,0,0,0,0
59.6,98.1,0,0,0,0,0,0,24256430,11967221,0,0,0,0
59.6,98.4,0,0,0,0,0,160994,46580932,0,0,0,0,0
59.6,98.6,0,0,0,0,0,0,21143880,6010442,0,0,0,0
59.6,98.9,0,0,0,0,0,0,0,3005221,0,0,0,0
59.6,99.9,0,0,0,0,0,4239508,0,0,0,0,0,0
59.6,102.9,0,0,0,0,0,0,0,2092922,0,0,0,0
59.6,104.4,0,0,0,0,0,0,321988,20768226,0,0,0,0
59.6,104.6,0,0,0,0,0,0,5903113,44756332,0,0,0,0
59.6,104.9,0,0,0,0,0,0,0,3380874,0,0,0,0
59.6,106.1,0,0,0,0,0,0,5956778,11430574,160994,0,0,0
59.6,106.4,0,0,0,0,0,0,25061400,108885620,0,0,0,0
59.6,106.6,0,0,0,0,0,214658,20553568,14006478,0,0,0,0
59.6,108.6,0,0,0,0,0,0,0,0,214658,0,0,0
59.6,108.9,0,0,0,0,0,0,0,2844227,0,0,0,0
59.6,110.6,0,0,0,0,0,0,1180622,11323245,0,0,0,0
59.6,110.9,0,0,0,0,0,0,0,2361245,0,0,0,0
59.6,112.1,0,0,0,0,0,0,0,107329,0,0,0,0
59.6,112.4,0,0,0,0,0,0,0,858634,0,0,0,0
59.6,112.6,0,0,0,0,0,0,1824598,5849448,0,0,0,0
59.6,112.9,0,0,0,0,0,0,7137400,18728968,0,0,0,0
59.6,113.4,0,0,0,0,0,0,0,536646,0,0,0,0
59.6,113.6,0,0,0,0,0,0,19104620,7942370,0,0,0,0
59.6,114.1,0,0,0,0,0,0,0,321988,0,0,0,0
59.6,118.1,0,0,0,0,0,0,0,1556275,53664,0,0,0
59.6,131.4,0,0,0,0,0,0,0,0,0,751305,0,0
59.6,132.4,0,0,0,0,0,14650454,0,0,0,0,0,0
59.6,132.6,0,0,0,0,0,1609940,0,0,0,0,0,0
59.6,134.6,0,0,0,0,0,0,1180622,0,0,0,0,0
59.6,134.9,0,0,0,0,0,0,4615161,0,0,0,0,0
59.6,137.9,0,0,0,0,0,0,0,1180622,0,0,0,0
59.6,138.6,0,0,0,0,0,0,107329,53664,0,0,0,0
59.4,-159.6,0,0,0,0,0,6654418,0,0,0,0,0,0
59.4,-157.1,0,0,0,0,0,0,0,4722490,13040514,0,0,0
59.4,-117.4,0,0,0,0,0,2951556,0,0,0,0,0,0
59.4,-113.4,0,0,0,0,0,0,3595532,0,0,0,0,0
59.4,-112.6,0,0,0,0,2200251,25276058,36116320,536646,0,0,0,0
59.4,-112.4,0,0,0,0,31393830,106900020,0,0,0,0,0,0
59.4,-112.1,0,0,0,0,114037420,9766969,0,0,0,0,0,0
59.4,-111.9,0,0,0,0,53664,0,0,0,0,0,0,0
59.4,-111.1,0,0,0,0,0,0,23719784,0,0,0,0,0
59.4,-110.9,0,0,0,0,0,0,68315120,0,0,0,0,0
59.4,-105.4,0,0,0,0,0,0,11054921,53664,0,0,0,0
59.4,-105.1,0,0,0,0,0,0,214658,0,0,0,0,0
59.4,-104.9,0,0,0,0,0,0,15026107,858634,0,0,0,0
59.4,-104.6,0,0,0,0,0,0,13362502,268323,0,0,0,0
59.4,-104.4,0,0,0,0,0,0,10732933,0,0,0,0,0
59.4,-104.1,0,0,0,0,0,0,4883484,0,0,0,0,0
59.4,5.4,0,0,0,1019628,0,0,0,0,0,0,0,0
59.4,28.1,0,0,0,2039257,0,0,0,0,0,0,0,0
59.4,28.4,0,0,0,1287952,0,0,0,0,0,0,0,0
59.4,28.9,0,0,0,1234287,0,0,0,0,0,0,0,0
59.4,29.4,0,0,0,751305,53664,0,0,0,0,0,0,0
59.4,29.9,0,0,0,2575904,0,0,0,0,0,0,0,0
59.4,30.1,0,0,0,3058886,321988,0,0,0,0,0,0,0
59.4,30.4,0,0,0,1395281,0,0,0,0,0,0,0,0
59.4,31.4,0,0,0,321988,0,0,0,0,0,0,0,0
59.4,31.6,0,0,0,751305,0,0,0,0,0,0,0,0
59.4,39.9,0,0,0,3863856,0,0,0,0,0,0,0,0
59.4,89.1,0,0,0,0,0,0,482982,0,0,0,0,0
59.4,93.6,0,0,0,0,0,0,1931928,0,0,0,0,0
59.4,94.6,0,0,0,0,0,590311,4454167,0,0,0,0,0
59.4,95.4,0,0,0,0,0,160994,42502416,4293173,0,0,0,0
59.4,95.6,0,0,0,0,0,0,6064107,107329,0,0,0,0
59.4,95.9,0,0,0,0,0,0,7727712,24256430,0,0,0,0
59.4,96.1,0,0,0,0,0,107329,6869077,30105878,0,0,0,0
59.4,96.6,0,0,0,0,0,107329,15616418,2629568,0,0,0,0
59.4,96.9,0,0,0,0,0,536646,29783890,9659640,0,0,0,0
59.4,97.9,0,0,0,0,0,53664,8693676,18675304,0,0,0,0
59.4,98.1,0,0,0,0,0,0,0,11054921,0,0,0,0
59.4,98.4,0,0,0,0,0,0,1663604,4400502,0,0,0,0
59.4,99.4,0,0,0,0,0,0,1073293,21895184,0,0,0,0
59.4,104.1,0,0,0,0,0,0,643976,2951556,0,0,0,0
59.4,104.4,0,0,0,0,0,268323,12611197,47868884,0,0,0,0
59.4,106.4,0,0,0,0,0,0,2951556,11001257,0,0,0,0
59.4,106.6,0,0,0,0,0,0,160994,2253916,0,0,0,0
59.4,107.6,0,0,0,0,268323,0,0,0,0,0,0,0
59.4,108.9,0,0,0,0,0,0,23505124,55757590,0,0,0,0
59.4,109.1,0,0,0,0,0,0,268323,21841520,0,0,0,0
59.4,109.4,0,0,0,0,0,0,37940920,34291724,0,0,0,0
59.4,109.6,0,0,0,0,0,0,1073293,9552310,0,0,0,0
59.4,110.6,0,0,0,0,0,0,3488203,4346838,0,0,0,0
59.4,110.9,0,0,0,0,0,0,214658,17494680,107329,0,0,0
59.4,111.4,0,0,0,0,0,0,0,5366466,0,0,0,0
59.4,111.6,0,0,0,0,0,0,1019628,0,0,0,0,0
59.4,112.1,0,0,0,0,0,0,2039257,24363760,0,0,0,0
59.4,114.1,0,0,0,0,0,0,29515568,19963256,0,0,0,0
59.4,114.4,0,0,0,0,0,0,965964,28710596,0,0,0,0
59.4,114.6,0,0,0,0,0,0,1663604,24685748,0,0,0,0
59.4,114.9,0,0,0,0,0,0,0,214658,0,0,0,0
59.4,115.1,0,0,0,0,0,0,3917520,29622896,0,0,0,0
59.4,115.4,0,0,0,0,0,0,4078514,0,0,0,0,0
59.4,115.6,0,0,0,0,0,0,53664,0,0,0,0,0
59.4,119.9,0,0,0,0,0,0,0,1985592,0,0,0,0
59.4,120.1,0,0,0,0,0,0,14113807,72983950,751305,0,0,0
59.4,120.4,0,0,0,0,0,1878263,643976,5312802,0,0,0,0
59.4,121.1,0,0,0,0,0,214658,0,0,0,0,0,0
59.4,124.6,0,0,0,0,0,0,13308837,0,0,0,0,0
59.4,124.9,0,0,0,0,0,0,1341616,9069328,53664,0,0,0
59.4,132.4,0,0,0,0,0,86561110,0,0,0,0,0,0
59.4,132.6,0,0,0,0,0,115218040,0,0,0,0,0,0
59.4,132.9,0,0,0,0,0,1341616,0,0,0,0,0,0
59.4,138.6,0,0,0,0,0,0,5956778,5634790,0,0,0,0
59.4,143.9,0,0,0,160994,0,0,0,0,0,0,0,0
59.4,144.1,0,0,536646,10947592,0,0,0,0,0,0,0,0
59.1,-156.9,0,0,0,0,0,0,0,27583640,4346838,0,0,0
59.1,-114.1,0,0,0,0,28012956,3273544,0,0,0,0,0,0
59.1,-113.9,0,0,0,0,43575710,5205472,0,0,0,0,0,0
59.1,-112.9,0,0,0,0,0,0,751305,0,0,0,0,0
59.1,-112.6,0,0,0,0,2361245,40302164,0,0,0,0,0,0
59.1,-112.4,0,0,0,0,30588860,91981240,2307580,0,0,0,0,0
59.1,-112.1,0,0,0,0,138347520,31286500,0,0,0,0,0,0
59.1,-111.9,0,0,0,0,1931928,160994,0,0,0,0,0,0
59.1,-104.4,0,0,0,0,0,0,24632082,0,0,0,0,0
59.1,-104.1,0,0,0,0,0,0,55596596,0,0,0,0,0
59.1,-99.1,0,0,0,0,0,2468574,375652,0,0,0,0,0
59.1,-97.6,0,0,0,0,0,0,375652,0,0,0,0,0
59.1,-97.4,0,0,0,0,0,0,5366466,1073293,0,0,0,0
59.1,27.9,0,0,0,2092922,0,0,0,0,0,0,0,0
59.1,28.4,0,0,0,429317,0,0,0,0,0,0,0,0
59.1,28.6,0,0,0,2575904,53664,0,0,0,0,0,0,0
59.1,29.6,0,0,0,1073293,0,0,0,0,0,0,0,0
59.1,30.1,0,0,0,2039257,0,0,0,0,0,0,0,0
59.1,31.9,0,0,0,1180622,0,0,0,0,0,0,0,0
59.1,37.9,0,0,0,1126958,0,0,0,0,0,0,0,0
59.1,40.1,0,0,0,0,804970,0,0,0,0,0,0,0
59.1,46.1,0,0,0,0,2146586,53664,0,0,0,0,0,0
59.1,61.6,0,0,0,0,6493424,0,0,0,0,0,0,0
59.1,61.9,0,0,0,1073293,13255173,1019628,0,0,0,0,0,0
59.1,63.4,0,0,0,0,804970,0,0,0,0,0,0,0
59.1,63.6,0,0,0,0,160994,0,0,0,0,0,0,0
59.1,68.9,0,0,0,0,6761748,0,0,0,0,0,0,0
59.1,71.9,0,0,0,0,0,0,0,804970,0,0,0,0
59.1,80.9,0,0,0,0,7298394,751305,0,0,0,0,0,0
59.1,88.6,0,0,0,0,697640,0,0,0,0,0,0,0
59.1,88.9,0,0,0,0,160994,0,0,0,0,0,0,0
59.1,92.4,0,0,0,0,0,751305,0,0,0,0,0,0
59.1,94.9,0,0,0,0,0,53664,858634,0,0,0,0,0
59.1,95.4,0,0,0,0,0,53664,10625604,1824598,0,0,0,0
59.1,95.6,0,0,0,0,0,0,2414910,268323,0,0,0,0
59.1,95.9,0,0,0,0,0,0,3380874,5420131,0,0,0,0
59.1,96.9,0,0,0,0,0,0,5205472,5795784,0,0,0,0
59.1,97.1,0,0,0,0,0,1019628,60265424,6493424,0,0,0,0
59.1,97.4,0,0,0,0,0,0,2897892,107329,0,0,0,0
59.1,97.6,0,0,0,0,0,0,2092922,2039257,0,0,0,0
59.1,97.9,0,0,0,0,0,8586346,106095050,48834850,0,0,0,0
59.1,98.1,0,0,0,0,0,2683233,114896056,34238056,0,0,0,0
59.1,99.1,0,0,0,0,0,0,0,0,0,3219880,0,0
59.1,99.4,0,0,0,0,0,0,0,0,0,643976,0,0
59.1,100.9,0,0,0,0,0,0,268323,2629568,0,0,0,0
59.1,101.1,0,0,0,0,0,1395281,10625604,2361245,0,0,0,0
59.1,103.4,0,0,0,0,0,0,0,482982,0,0,0,0
59.1,103.6,0,0,0,0,0,0,2951556,53932990,107329,0,0,0
59.1,104.1,0,0,0,0,0,0,268323,13630825,0,0,0,0
59.1,104.4,0,0,0,0,0,0,160994,16797040,107329,0,0,0
59.1,104.6,0,0,0,0,0,0,965964,18567976,53664,0,0,0
59.1,106.1,0,0,0,0,0,0,0,5795784,107329,0,0,0
59.1,106.4,0,0,0,0,0,0,39980176,22163508,53664,0,0,0
59.1,106.6,0,0,0,0,0,0,11752562,21948848,0,0,0,0
59.1,107.9,0,0,0,0,0,0,0,1770934,0,0,0,0
59.1,108.1,0,0,0,0,0,0,214658,3112550,0,0,0,0
59.1,108.9,0,0,0,0,0,0,912299,18245988,0,0,0,0
59.1,109.1,0,0,0,0,0,0,0,1395281,0,0,0,0
59.1,109.4,0,0,0,0,0,0,3434538,40141172,0,0,0,0
59.1,109.6,0,0,0,0,0,0,1180622,12611197,0,0,0,0
59.1,110.4,0,0,0,0,0,0,0,751305,0,0,0,0
59.1,110.6,0,0,0,0,0,0,2575904,26295688,0,0,0,0
59.1,110.9,0,0,0,0,0,0,6386095,41912104,53664,0,0,0
59.1,111.1,0,0,0,0,0,0,375652,697640,0,0,0,0
59.1,111.4,0,0,0,0,0,0,0,3971185,0,0,0,0
59.1,111.6,0,0,0,0,0,0,375652,45131984,53664,0,0,0
59.1,111.9,0,0,0,0,0,0,0,214658,0,0,0,0
59.1,112.4,0,0,0,0,0,0,0,8425352,0,0,0,0
59.1,113.9,0,0,0,0,0,0,0,1395281,0,0,0,0
59.1,114.1,0,0,0,0,0,53664,28978920,86829430,0,0,0,0
59.1,117.4,0,0,0,0,0,0,4185844,21948848,912299,0,0,0
59.1,117.6,0,0,0,0,0,0,2253916,10410945,268323,0,0,0
59.1,118.1,0,0,0,0,0,697640,0,0,0,0,0,0
59.1,118.6,0,0,0,0,0,0,482982,4132179,0,0,0,0
59.1,120.1,0,0,0,0,0,0,3595532,13791819,536646,0,0,0
59.1,131.1,0,0,0,0,0,0,1073293,9605975,0,0,0,0
59.1,139.9,0,0,0,0,0,0,2736898,0,0,0,0,0
58.9,-117.6,0,0,0,0,0,1287952,0,0,0,0,0,0
58.9,-110.4,0,0,0,0,0,0,19104620,1395281,0,0,0,0
58.9,-110.1,0,0,0,0,0,0,28710596,858634,0,0,0,0
58.9,-103.9,0,0,0,0,0,0,17924000,0,0,0,0,0
58.9,-103.6,0,0,0,0,0,0,160994,53664,0,0,0,0
58.9,-103.4,0,0,0,0,0,0,31393830,321988,0,0,0,0
58.9,-103.1,0,0,0,0,0,0,1073293,53664,0,0,0,0
58.9,5.9,0,0,0,3971185,0,0,0,0,0,0,0,0
58.9,6.1,0,0,0,536646,0,0,0,0,0,0,0,0
58.9,27.9,0,0,0,858634,912299,0,0,0,0,0,0,0
58.9,28.1,0,0,0,321988,0,0,0,0,0,0,0,0
58.9,28.4,0,0,0,965964,0,0,0,0,0,0,0,0
58.9,28.6,0,0,0,429317,0,0,0,0,0,0,0,0
58.9,28.9,0,0,0,1770934,0,0,0,0,0,0,0,0
58.9,30.1,0,0,0,858634,0,0,0,0,0,0,0,0
58.9,30.4,0,0,0,3112550,0,0,0,0,0,0,0,0
58.9,30.6,0,0,0,5581125,0,0,0,0,0,0,0,0
58.9,30.9,0,0,0,3166215,0,0,0,0,0,0,0,0
58.9,31.6,0,0,0,214658,0,0,0,0,0,0,0,0
58.9,31.9,0,0,0,1824598,0,0,0,0,0,0,0,0
58.9,67.1,0,0,0,0,1556275,0,0,0,0,0,0,0
58.9,68.6,0,0,0,0,25705376,751305,0,0,0,0,0,0
58.9,68.9,0,0,0,0,3702862,0,0,0,0,0,0,0
58.9,80.9,0,0,0,0,5742119,0,0,0,0,0,0,0
58.9,81.4,0,0,0,0,22539160,0,0,0,0,0,0,0
58.9,96.9,0,0,0,0,0,53664,5581125,3595532,0,0,0,0
58.9,97.1,0,0,0,0,0,3273544,31447496,1234287,0,0,0,0
58.9,97.4,0,0,0,0,0,0,6976406,9766969,0,0,0,0
58.9,97.6,0,0,0,0,0,3541868,110119896,59192130,0,0,0,0
58.9,97.9,0,0,0,0,0,4239508,30696190,39014212,0,0,0,0
58.9,98.1,0,0,0,0,0,0,12235544,3971185,0,0,0,0
58.9,98.4,0,0,0,0,0,1395281,42556080,2468574,0,0,0,0
58.9,98.6,0,0,0,0,0,0,10732933,858634,0,0,0,0
58.9,99.1,0,0,0,0,0,0,1448946,9927963,107329,0,0,0
58.9,99.4,0,0,0,0,0,0,321988,536646,0,0,0,0
58.9,101.4,0,0,0,0,0,0,0,0,53664,0,0,0
58.9,103.9,0,0,0,0,0,0,53664,109422260,0,0,0,0
58.9,104.1,0,0,0,0,0,0,5420131,156164200,0,0,0,0
58.9,104.4,0,0,0,0,0,0,7405724,32896440,0,0,0,0
58.9,105.4,0,0,0,0,0,0,53664,42502416,107329,0,0,0
58.9,105.6,0,0,0,0,0,375652,82482590,80175016,0,0,0,0
58.9,105.9,0,0,0,0,0,0,39121544,17548346,107329,0,0,0
58.9,106.1,0,0,0,0,0,0,0,536646,0,0,0,0
58.9,106.6,0,0,0,0,0,0,4024850,47439570,0,0,0,0
58.9,106.9,0,0,0,0,0,0,11698897,34882030,0,0,0,0
58.9,107.1,0,0,0,0,0,0,0,1287952,0,0,0,0
58.9,107.9,0,0,0,0,0,0,0,6493424,0,0,0,0
58.9,108.1,0,0,0,0,0,0,4293173,13255173,0,0,0,0
58.9,108.4,0,0,0,0,0,0,0,14274801,0,0,0,0
58.9,108.6,0,0,0,0,0,0,0,44005028,0,0,0,0
58.9,109.4,0,0,0,0,0,0,0,2039257,0,0,0,0
58.9,109.6,0,0,0,0,0,0,3327209,15831077,0,0,0,0
58.9,109.9,0,0,0,0,0,107329,22270836,24739412,0,0,0,0
58.9,110.4,0,0,0,0,0,0,0,7030071,0,0,0,0
58.9,110.6,0,0,0,0,0,0,0,3380874,0,0,0,0
58.9,110.9,0,0,0,0,0,0,429317,33486752,0,0,0,0
58.9,111.1,0,0,0,0,0,0,11162251,89029680,0,0,0,0
58.9,111.9,0,0,0,0,0,0,160994,23129472,0,0,0,0
58.9,112.1,0,0,0,0,0,0,1770934,83072904,0,0,0,0
58.9,112.4,0,0,0,0,0,0,0,53664,0,0,0,0
58.9,112.6,0,0,0,0,0,107329,6547089,3488203,0,0,0,0
58.9,112.9,0,0,0,0,0,0,1448946,3702862,0,0,0,0
58.9,113.6,0,0,0,0,0,0,214658,0,0,0,0,0
58.9,113.9,0,0,0,0,0,0,0,3327209,429317,0,0,0
58.9,118.6,0,0,0,0,0,0,1126958,3166215,0,0,0,0
58.9,119.6,0,0,0,0,0,0,1234287,3219880,0,0,0,0
58.9,119.9,0,0,0,0,0,0,0,18138656,429317,0,0,0
58.9,126.1,0,0,0,0,0,0,536646,2951556,0,0,0,0
58.9,126.4,0,0,0,0,0,0,0,429317,0,0,0,0
58.9,128.1,0,0,0,0,0,4883484,0,0,0,0,0,0
58.9,131.1,0,0,0,0,1180622,0,0,0,0,0,0,0
58.9,135.9,0,0,0,0,0,0,4239508,9552310,0,0,0,0
58.9,139.9,0,0,0,0,0,0,4776155,482982,0,0,0,0
58.9,159.9,0,0,0,0,0,0,0,4615161,0,0,0,0
58.6,-132.6,0,0,0,0,0,107329,0,0,0,0,0,0
58.6,-132.4,0,0,0,0,0,107329,0,0,0,0,0,0
58.6,-117.9,0,0,0,0,38960548,79155384,1663604,0,0,0,0,0
58.6,-117.6,0,0,0,0,40946140,64826920,3380874,0,0,0,0,0
58.6,-117.4,0,0,0,0,11001257,25168728,107329,0,0,0,0,0
58.6,-115.1,0,0,0,1717269,0,0,0,0,0,0,0,0
58.6,-110.6,0,0,0,0,0,0,2307580,53664,0,0,0,0
58.6,-110.4,0,0,0,0,0,0,195554050,3649197,0,0,0,0
58.6,-110.1,0,0,0,0,0,0,58977470,1180622,0,0,0,0
58.6,-108.9,0,0,0,0,2951556,0,0,0,0,0,0,0
58.6,-97.6,0,0,0,0,0,0,1502610,321988,0,0,0,0
58.6,-4.6,0,0,0,7352059,0,0,0,0,0,0,0,0
58.6,-4.1,0,0,0,0,1663604,0,0,0,0,0,0,0
58.6,-3.9,0,0,0,0,12342873,0,0,0,0,0,0,0
58.6,27.9,0,0,0,1824598,53664,0,0,0,0,0,0,0
58.6,29.9,0,0,0,1448946,0,0,0,0,0,0,0,0
